call_id,rep_id,hcp_id,call_date,planned_vs_actual,call_status,call_type,brand_promoted,month_id
C031651,R34,H510,2025-11-13,Planned,Cancelled,Virtual,None,2025-11
C031652,R34,H499,2025-11-21,Planned,Completed,In-Person,Apexacare,2025-11
C031653,R34,H503,2025-11-29,Planned,Completed,In-Person,Apexacare,2025-11
C031654,R34,H501,2025-11-23,Planned,Completed,In-Person,Apexacare,2025-11
C031655,R34,H509,2025-11-21,Planned,Completed,Virtual,Apexacare,2025-11
C031656,R34,H505,2025-11-14,Planned,No Show,In-Person,None,2025-11
C031657,R34,H499,2025-11-28,Planned,,In-Person,None,2025-11
C031658,R34,H504,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031659,R34,H509,2025-11-10,Planned,Completed,Virtual,Apexacare,2025-11
C031660,R34,H505,2025-11-05,Planned,No Show,Phone,None,2025-11
C031661,R34,H504,2025-11-06,Planned,No Show,In-Person,None,2025-11
C031662,R34,H503,2025-11-01,Planned,Completed,Phone,None,2025-11
C031663,R34,H510,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031664,R34,H499,2025-11-13,Planned,Completed,In-Person,Apexacare,2025-11
C031665,R34,H504,2025-11-05,Planned,No Show,Virtual,None,2025-11
C031666,R34,H504,2025-11-18,Planned,Completed,In-Person,Apexacare,2025-11
C031667,R34,H509,2025-11-21,Planned,Completed,In-Person,Apexacare,2025-11
C031668,R34,H508,2025-11-08,Planned,Completed,Phone,None,2025-11
C031669,R34,H501,2025-11-21,Planned,Completed,In-Person,Apexacare,2025-11
C031670,R34,H502,2025-11-07,Planned,Cancelled,In-Person,None,2025-11
C031671,R34,H503,2025-11-14,Planned,Completed,In-Person,Apexacare,2025-11
C031672,R34,H505,2025-11-29,Planned,Completed,Phone,Apexacare,2025-11
C031673,R34,H509,2025-11-25,Planned,Cancelled,In-Person,None,2025-11
C031674,R34,H501,2025-11-13,Planned,,Virtual,None,2025-11
C031675,R34,H497,2025-11-04,Planned,No Show,Phone,None,2025-11
C031676,R34,H504,2025-11-05,Planned,Completed,In-Person,Apexacare,2025-11
C031677,R34,H501,2025-11-12,Planned,Completed,In-Person,None,2025-11
C031678,R34,H497,2025-11-16,Planned,No Show,In-Person,None,2025-11
C031679,R34,H500,2025-11-20,Planned,Completed,Phone,Apexacare,2025-11
C031680,R34,H509,2025-11-05,Planned,Cancelled,In-Person,None,2025-11
C031681,R34,H502,2025-11-22,Planned,Completed,In-Person,Apexacare,2025-11
C031682,R34,H509,2025-11-03,Planned,Completed,In-Person,Apexacare,2025-11
C031683,R34,H499,2025-11-17,Planned,No Show,Phone,None,2025-11
C031684,R34,H497,2025-11-28,Planned,Completed,In-Person,None,2025-11
C031685,R34,H510,2025-11-03,Planned,,In-Person,None,2025-11
C031686,R34,H503,2025-11-23,Planned,No Show,In-Person,None,2025-11
C031687,R34,H509,2025-11-30,Planned,Cancelled,In-Person,None,2025-11
C031688,R34,H497,2025-11-25,Planned,Completed,Virtual,None,2025-11
C031689,R34,,2025-11-03,Planned,Completed,Virtual,Apexacare,2025-11
C031690,R34,H504,2025-11-24,Planned,No Show,In-Person,None,2025-11
C031691,R34,H507,2025-11-04,Planned,Completed,In-Person,Apexacare,2025-11
C031692,R34,H509,2025-11-23,Planned,Completed,In-Person,Apexacare,2025-11
C031693,R34,H507,2025-11-22,Planned,Completed,In-Person,Apexacare,2025-11
C031694,R34,H510,2025-11-07,Planned,No Show,In-Person,None,2025-11
C031695,R34,H503,2025-11-04,Planned,Completed,In-Person,Apexacare,2025-11
C031696,R34,H508,2025-11-30,Planned,Completed,In-Person,Apexacare,2025-11
C031697,R34,H497,2025-11-25,Planned,Completed,In-Person,Apexacare,2025-11
C031698,R34,H509,2025-11-06,Planned,No Show,Virtual,None,2025-11
C031699,R34,H500,2025-11-05,Planned,Cancelled,In-Person,None,2025-11
C031700,R34,H508,2025-11-02,Planned,Completed,In-Person,Apexacare,2025-11
C031701,R34,H510,2025-11-19,Planned,Completed,In-Person,Apexacare,2025-11
C031702,R34,H505,2025-11-19,Planned,Completed,Phone,Apexacare,2025-11
C031703,R34,H498,2025-11-12,Planned,Completed,Virtual,Apexacare,2025-11
C031704,R34,H502,2025-11-30,Planned,Completed,In-Person,Apexacare,2025-11
C031705,R34,H498,2025-11-18,Planned,No Show,In-Person,None,2025-11
C031706,R34,H507,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031707,R34,H511,2025-11-27,Planned,,In-Person,None,2025-11
C031708,R34,H505,2025-11-29,Planned,No Show,In-Person,None,2025-11
C031709,R34,H509,2025-11-28,Planned,Completed,Virtual,None,2025-11
C031710,R34,H506,2025-11-18,Planned,Completed,In-Person,Apexacare,2025-11
C031711,R34,H507,2025-11-05,Planned,No Show,Phone,None,2025-11
C031712,R34,H505,2025-11-29,Planned,Completed,In-Person,Apexacare,2025-11
C031713,R34,H506,2025-11-28,Planned,,Virtual,Apexacare,2025-11
C031714,R34,H502,2025-11-18,Planned,Completed,Phone,None,2025-11
C031715,R34,H501,2025-11-02,Planned,Completed,In-Person,None,2025-11
C031716,R34,H497,2025-11-06,Planned,No Show,In-Person,None,2025-11
C031717,R34,H497,2025-11-21,Planned,Completed,Virtual,Apexacare,2025-11
C031718,R34,H500,2025-11-29,Planned,Completed,In-Person,None,2025-11
C031719,R34,H504,2025-11-27,Planned,Completed,In-Person,Apexacare,2025-11
C031720,R34,H498,2025-11-20,Planned,Completed,In-Person,Apexacare,2025-11
C031721,R34,H502,2025-11-19,Planned,Completed,In-Person,Apexacare,2025-11
C031722,R34,H504,2025-11-24,Planned,Completed,Virtual,Apexacare,2025-11
C031723,R34,H502,2025-11-21,Planned,Completed,In-Person,Apexacare,2025-11
C031724,R34,H509,2025-11-03,Planned,Completed,In-Person,Apexacare,2025-11
C031725,R34,H501,2025-11-27,Planned,Cancelled,In-Person,None,2025-11
C031726,R34,H508,2025-11-06,Planned,Cancelled,In-Person,None,2025-11
C031727,R34,H500,2025-11-10,Unplanned,Completed,In-Person,Apexacare,2025-11
C031728,R34,H497,2025-11-19,Unplanned,Completed,In-Person,Apexacare,2025-11
C031729,R34,H499,2025-11-17,Unplanned,Completed,In-Person,Apexacare,2025-11
C031730,R35,H520,2025-11-27,Planned,Cancelled,Virtual,None,2025-11
C031731,R35,H518,2025-11-30,Planned,Cancelled,In-Person,None,2025-11
C031732,R35,H516,2025-11-29,Planned,Completed,Virtual,Apexacare,2025-11
C031733,R35,H521,2025-11-21,Planned,Completed,In-Person,Apexacare,2025-11
C031734,R35,H523,2025-11-18,Planned,Completed,In-Person,None,2025-11
C031735,R35,H518,2025-11-07,Planned,Completed,Virtual,Apexacare,2025-11
C031736,R35,H513,2025-11-26,Planned,Completed,In-Person,Apexacare,2025-11
C031737,R35,H513,2025-11-20,Planned,No Show,In-Person,None,2025-11
C031738,R35,H518,2025-11-09,Planned,Cancelled,In-Person,None,2025-11
C031739,R35,H518,2025-11-13,Planned,Completed,In-Person,Apexacare,2025-11
C031740,R35,H514,2025-11-17,Planned,Completed,Phone,Apexacare,2025-11
C031741,R35,H515,2025-11-09,Planned,Completed,In-Person,None,2025-11
C031742,R35,H517,2025-11-16,Planned,Completed,Virtual,Apexacare,2025-11
C031743,R35,H516,2025-11-22,Planned,Completed,In-Person,Apexacare,2025-11
C031744,R35,H516,2025-11-22,Planned,Completed,Virtual,None,2025-11
C031745,R35,H517,2025-11-10,Planned,Completed,Virtual,Apexacare,2025-11
C031746,R35,H524,2025-11-11,Planned,Cancelled,In-Person,None,2025-11
C031747,R35,H523,2025-11-06,Planned,Completed,In-Person,Apexacare,2025-11
C031748,R35,H516,2025-11-20,Planned,Completed,In-Person,Apexacare,2025-11
C031749,R35,H518,2025-11-15,Planned,Cancelled,Virtual,None,2025-11
C031750,R35,H515,2025-11-13,Planned,Completed,In-Person,Apexacare,2025-11
C031751,R35,H518,2025-11-08,Planned,No Show,Virtual,None,2025-11
C031752,R35,H516,2025-11-28,Planned,Completed,Virtual,Apexacare,2025-11
C031753,R35,H523,2025-11-02,Planned,Completed,Virtual,Apexacare,2025-11
C031754,R35,H524,2025-11-27,Planned,Completed,In-Person,Apexacare,2025-11
C031755,R35,H513,2025-11-26,Planned,,In-Person,Apexacare,2025-11
C031756,R35,H513,2025-11-07,Planned,Completed,Virtual,Apexacare,2025-11
C031757,R35,H517,2025-11-19,Planned,Cancelled,In-Person,None,2025-11
C031758,R35,H517,2025-11-22,Planned,Cancelled,In-Person,None,2025-11
C031759,R35,H520,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031760,R35,H519,2025-11-24,Planned,No Show,In-Person,None,2025-11
C031761,R35,H518,2025-11-09,Planned,Completed,In-Person,Apexacare,2025-11
C031762,R35,H512,2025-11-28,Planned,No Show,In-Person,None,2025-11
C031763,R35,H512,2025-11-13,Planned,Cancelled,Virtual,None,2025-11
C031764,R35,H520,2025-11-10,Planned,Completed,In-Person,Apexacare,2025-11
C031765,R35,H513,2025-11-08,Planned,No Show,In-Person,None,2025-11
C031766,R35,H524,2025-11-04,Planned,Completed,In-Person,Apexacare,2025-11
C031767,R35,H523,2025-11-09,Planned,Completed,In-Person,Apexacare,2025-11
C031768,R35,H519,2025-11-30,Planned,,Phone,None,2025-11
C031769,R35,H512,2025-11-02,Planned,Completed,In-Person,Apexacare,2025-11
C031770,R35,H519,2025-11-16,Planned,Completed,In-Person,Apexacare,2025-11
C031771,R35,H512,2025-11-06,Planned,Completed,In-Person,None,2025-11
C031772,R35,H514,2025-11-02,Planned,Cancelled,In-Person,None,2025-11
C031773,R35,H517,2025-11-18,Planned,No Show,In-Person,None,2025-11
C031774,R35,H516,2025-11-15,Planned,Completed,Virtual,Apexacare,2025-11
C031775,R35,H517,2025-11-09,Planned,Cancelled,In-Person,None,2025-11
C031776,R35,H520,2025-11-18,Planned,Completed,In-Person,Apexacare,2025-11
C031777,R35,H518,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031778,R35,H521,2025-11-25,Planned,Completed,In-Person,None,2025-11
C031779,R35,H517,2025-11-17,Planned,Completed,Virtual,None,2025-11
C031780,R35,H518,2025-11-10,Planned,Completed,In-Person,Apexacare,2025-11
C031781,R35,H518,2025-11-16,Planned,Completed,In-Person,Apexacare,2025-11
C031782,R35,H512,2025-11-07,Planned,Cancelled,In-Person,None,2025-11
C031783,R35,H522,2025-11-10,Planned,No Show,Virtual,None,2025-11
C031784,R35,H521,2025-11-13,Planned,Cancelled,Virtual,None,2025-11
C031785,R35,H515,2025-11-15,Planned,Completed,In-Person,Apexacare,2025-11
C031786,R35,H513,2025-11-08,Planned,Completed,In-Person,Apexacare,2025-11
C031787,R35,H520,2025-11-02,Planned,Cancelled,In-Person,None,2025-11
C031788,R35,H517,2025-11-18,Planned,,In-Person,None,2025-11
C031789,R35,H522,2025-11-14,Planned,Completed,In-Person,Apexacare,2025-11
C031790,R35,H515,2025-11-28,Planned,Cancelled,Virtual,None,2025-11
C031791,R35,H518,2025-11-24,Planned,Completed,Phone,Apexacare,2025-11
C031792,R35,H523,2025-11-12,Planned,Completed,In-Person,Apexacare,2025-11
C031793,R35,H515,2025-11-29,Planned,No Show,Virtual,None,2025-11
C031794,R35,H519,2025-11-27,Planned,No Show,In-Person,None,2025-11
C031795,R35,H514,2025-11-18,Planned,Cancelled,In-Person,None,2025-11
C031796,R35,H523,2025-11-16,Unplanned,Completed,In-Person,Apexacare,2025-11
C031797,R35,H519,2025-11-22,Unplanned,Completed,In-Person,Apexacare,2025-11
C031798,R35,H514,2025-11-07,Unplanned,Completed,In-Person,Apexacare,2025-11
C031799,R35,H517,2025-11-06,Unplanned,Completed,In-Person,Apexacare,2025-11
C031800,R36,H534,2025-11-22,Planned,Completed,Phone,Apexacare,2025-11
C031801,R36,H526,2025-11-18,Planned,Completed,In-Person,None,2025-11
C031802,R36,H532,2025-11-06,Planned,Completed,In-Person,Apexacare,2025-11
C031803,R36,H529,2025-11-08,Planned,Completed,Virtual,None,2025-11
C031804,R36,H533,2025-11-01,Planned,Completed,In-Person,None,2025-11
C031805,R36,H538,2025-11-26,Planned,Completed,In-Person,Apexacare,2025-11
C031806,R36,H529,2025-11-30,Planned,Completed,Phone,Apexacare,2025-11
C031807,R36,H525,2025-11-28,Planned,Completed,In-Person,Apexacare,2025-11
C031808,R36,H535,2025-11-03,Planned,Completed,Phone,Apexacare,2025-11
C031809,R36,H532,2025-11-11,Planned,Cancelled,In-Person,None,2025-11
C031810,R36,H526,2025-11-15,Planned,Completed,In-Person,Apexacare,2025-11
C031811,R36,H527,2025-11-09,Planned,Completed,In-Person,Apexacare,2025-11
C031812,R36,H526,2025-11-13,Planned,Completed,In-Person,Apexacare,2025-11
C031813,R36,H533,2025-11-18,Planned,Completed,Phone,Apexacare,2025-11
C031814,R36,H532,2025-11-14,Planned,Completed,Phone,Apexacare,2025-11
C031815,R36,H527,2025-11-27,Planned,Completed,In-Person,Apexacare,2025-11
C031816,R36,H533,2025-11-20,Planned,No Show,In-Person,None,2025-11
C031817,R36,H537,2025-11-27,Planned,Completed,Virtual,Apexacare,2025-11
C031818,R36,H537,2025-11-04,Planned,Cancelled,In-Person,None,2025-11
C031819,R36,H531,2025-11-11,Planned,No Show,In-Person,None,2025-11
C031820,R36,H534,2025-11-24,Planned,Completed,In-Person,Apexacare,2025-11
C031821,R36,H526,2025-11-27,Planned,Cancelled,In-Person,None,2025-11
C031822,R36,H525,2025-11-07,Planned,Completed,In-Person,Apexacare,2025-11
C031823,R36,H526,2025-11-13,Planned,Completed,In-Person,Apexacare,2025-11
C031824,R36,H530,2025-11-14,Planned,Cancelled,In-Person,None,2025-11
C031825,R36,H526,2025-11-04,Planned,Completed,In-Person,Apexacare,2025-11
C031826,R36,H535,2025-11-26,Planned,Completed,In-Person,Apexacare,2025-11
C031827,R36,H539,2025-11-23,Planned,No Show,In-Person,None,2025-11
C031828,R36,H540,2025-11-06,Planned,Cancelled,In-Person,None,2025-11
C031829,R36,H529,2025-11-07,Planned,Completed,In-Person,Apexacare,2025-11
C031830,R36,H525,2025-11-01,Planned,No Show,Phone,None,2025-11
C031831,R36,H528,2025-11-12,Planned,Cancelled,In-Person,None,2025-11
C031832,R36,H539,2025-11-04,Planned,Completed,Virtual,None,2025-11
C031833,R36,H538,2025-11-02,Planned,Cancelled,Phone,None,2025-11
C031834,R36,H529,2025-11-24,Planned,Completed,In-Person,Apexacare,2025-11
C031835,R36,H539,2025-11-10,Planned,Completed,In-Person,Apexacare,2025-11
C031836,R36,H528,2025-11-17,Planned,Completed,Phone,Apexacare,2025-11
C031837,R36,H540,2025-11-16,Planned,Completed,Phone,Apexacare,2025-11
C031838,R36,H539,2025-11-25,Planned,Completed,In-Person,Apexacare,2025-11
C031839,R36,H533,2025-11-28,Planned,No Show,Phone,None,2025-11
C031840,R36,H539,2025-11-20,Planned,Completed,In-Person,Apexacare,2025-11
C031841,R36,H530,2025-11-25,Planned,Completed,Virtual,Apexacare,2025-11
C031842,R36,H533,2025-11-03,Planned,Completed,In-Person,Apexacare,2025-11
C031843,R36,H540,2025-11-01,Planned,No Show,In-Person,None,2025-11
C031844,R36,H527,2025-11-11,Planned,Completed,In-Person,Apexacare,2025-11
C031845,R36,H532,2025-11-11,Planned,Cancelled,Phone,None,2025-11
C031846,R36,H536,2025-11-10,Planned,Completed,Virtual,Apexacare,2025-11
C031847,R36,H532,2025-11-24,Planned,Completed,In-Person,Apexacare,2025-11
C031848,R36,H539,2025-11-23,Planned,Completed,Phone,Apexacare,2025-11
C031849,R36,H530,2025-11-11,Planned,Completed,In-Person,Apexacare,2025-11
C031850,R36,H537,2025-11-19,Planned,Cancelled,Virtual,None,2025-11
C031851,R36,H526,2025-11-05,Planned,Completed,Virtual,Apexacare,2025-11
C031852,R36,H535,2025-11-14,Planned,Completed,In-Person,Apexacare,2025-11
C031853,R36,H526,2025-11-20,Planned,No Show,Phone,None,2025-11
C031854,R36,H526,2025-11-08,Planned,Cancelled,In-Person,None,2025-11
C031855,R36,H529,2025-11-28,Planned,No Show,In-Person,None,2025-11
C031856,R36,H530,2025-11-01,Planned,No Show,In-Person,None,2025-11
C031857,R36,H528,2025-11-07,Planned,Completed,In-Person,None,2025-11
C031858,R36,H533,2025-11-11,Planned,Completed,In-Person,Apexacare,2025-11
C031859,R36,H539,2025-11-12,Planned,Completed,In-Person,Apexacare,2025-11
C031860,R36,H536,2025-11-16,Planned,Completed,In-Person,Apexacare,2025-11
C031861,R36,H539,2025-11-15,Planned,Cancelled,Virtual,None,2025-11
C031862,R36,H525,2025-11-07,Planned,Completed,In-Person,Apexacare,2025-11
C031863,R36,H532,2025-11-12,Planned,Completed,In-Person,Apexacare,2025-11
C031864,R36,H529,2025-11-04,Planned,Completed,In-Person,Apexacare,2025-11
C031865,R36,H540,2025-11-06,Planned,No Show,In-Person,None,2025-11
C031866,R36,H525,2025-11-02,Planned,Completed,In-Person,Apexacare,2025-11
C031867,R36,H532,2025-11-30,Planned,Cancelled,In-Person,None,2025-11
C031868,R36,H533,2025-11-13,Planned,No Show,Virtual,None,2025-11
C031869,R36,H538,2025-11-23,Planned,Cancelled,In-Person,None,2025-11
C031870,R36,H527,2025-11-22,Planned,Completed,In-Person,Apexacare,2025-11
C031871,R36,H532,2025-11-25,Planned,Completed,In-Person,Apexacare,2025-11
C031872,R36,H536,2025-11-06,Planned,Completed,Phone,Apexacare,2025-11
C031873,R36,H535,2025-11-14,Planned,Completed,In-Person,Apexacare,2025-11
C031874,R36,H525,2025-11-01,Unplanned,Completed,In-Person,Apexacare,2025-11
C031875,R36,H538,2025-11-23,Unplanned,,In-Person,Apexacare,2025-11
C031876,R36,H526,2025-11-14,Unplanned,Completed,In-Person,Apexacare,2025-11
C031877,R37,H543,2025-11-24,Planned,Completed,In-Person,Apexacare,2025-11
C031878,R37,H541,2025-11-04,Planned,Completed,Phone,None,2025-11
C031879,R37,H546,2025-11-04,Planned,Cancelled,In-Person,None,2025-11
C031880,R37,H543,2025-11-21,Planned,,In-Person,None,2025-11
C031881,R37,H547,2025-11-25,Planned,,In-Person,Apexacare,2025-11
C031882,R37,H554,2025-11-27,Planned,Completed,In-Person,Apexacare,2025-11
C031883,R37,H555,2025-11-21,Planned,Completed,Phone,Apexacare,2025-11
C031884,R37,H544,2025-11-30,Planned,Completed,Virtual,Apexacare,2025-11
C031885,R37,H554,2025-11-22,Planned,Completed,In-Person,Apexacare,2025-11
C031886,R37,H554,2025-11-06,Planned,Completed,In-Person,Apexacare,2025-11
C031887,R37,H544,2025-11-12,Planned,Completed,In-Person,Apexacare,2025-11
C031888,R37,H542,2025-11-24,Planned,Completed,In-Person,Apexacare,2025-11
C031889,R37,H542,2025-11-20,Planned,Completed,In-Person,Apexacare,2025-11
C031890,R37,H548,2025-11-23,Planned,Completed,In-Person,Apexacare,2025-11
C031891,R37,H551,2025-11-03,Planned,Completed,In-Person,Apexacare,2025-11
C031892,R37,H555,2025-11-13,Planned,Completed,In-Person,Apexacare,2025-11
C031893,R37,H544,2025-11-30,Planned,No Show,In-Person,None,2025-11
C031894,R37,H552,2025-11-22,Planned,Completed,In-Person,Apexacare,2025-11
C031895,R37,H557,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031896,R37,H542,2025-11-10,Planned,Cancelled,Phone,None,2025-11
C031897,R37,H552,2025-11-16,Planned,Completed,In-Person,Apexacare,2025-11
C031898,R37,H546,2025-11-19,Planned,Completed,In-Person,Apexacare,2025-11
C031899,R37,H555,2025-11-30,Planned,Cancelled,Virtual,None,2025-11
C031900,R37,H552,2025-11-19,Planned,Completed,In-Person,Apexacare,2025-11
C031901,R37,H545,2025-11-01,Planned,No Show,In-Person,None,2025-11
C031902,R37,H549,2025-11-01,Planned,Completed,Virtual,Apexacare,2025-11
C031903,R37,H553,2025-11-04,Planned,Completed,Phone,Apexacare,2025-11
C031904,R37,H554,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031905,R37,H548,2025-11-08,Planned,Completed,Virtual,Apexacare,2025-11
C031906,R37,H543,2025-11-08,Planned,Completed,In-Person,Apexacare,2025-11
C031907,R37,H541,2025-11-01,Planned,Completed,In-Person,None,2025-11
C031908,R37,H551,2025-11-17,Planned,Cancelled,In-Person,None,2025-11
C031909,R37,H546,2025-11-20,Planned,No Show,In-Person,None,2025-11
C031910,R37,H557,2025-11-16,Planned,Cancelled,Virtual,None,2025-11
C031911,R37,H556,2025-11-01,Planned,Cancelled,In-Person,None,2025-11
C031912,R37,H548,2025-11-01,Planned,Cancelled,In-Person,None,2025-11
C031913,R37,H543,2025-11-12,Planned,Completed,In-Person,Apexacare,2025-11
C031914,R37,H547,2025-11-28,Planned,,In-Person,Apexacare,2025-11
C031915,R37,H544,2025-11-10,Planned,Completed,In-Person,None,2025-11
C031916,R37,H548,2025-11-14,Planned,No Show,Virtual,None,2025-11
C031917,R37,H548,2025-11-08,Planned,Completed,In-Person,Apexacare,2025-11
C031918,R37,H550,2025-11-28,Planned,Completed,In-Person,Apexacare,2025-11
C031919,R37,H556,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031920,R37,H549,2025-11-23,Planned,No Show,In-Person,None,2025-11
C031921,R37,H543,2025-11-24,Planned,,In-Person,None,2025-11
C031922,R37,H556,2025-11-18,Planned,Completed,Virtual,Apexacare,2025-11
C031923,R37,H542,2025-11-26,Planned,Cancelled,In-Person,None,2025-11
C031924,R37,H543,2025-11-28,Planned,Completed,In-Person,Apexacare,2025-11
C031925,R37,H555,2025-11-17,Planned,Cancelled,Virtual,None,2025-11
C031926,R37,H544,2025-11-02,Planned,No Show,In-Person,None,2025-11
C031927,R37,H546,2025-11-28,Planned,Cancelled,Virtual,None,2025-11
C031928,R37,H541,2025-11-08,Planned,Completed,In-Person,Apexacare,2025-11
C031929,R37,H553,2025-11-19,Planned,Completed,Virtual,Apexacare,2025-11
C031930,R37,H549,2025-11-30,Planned,No Show,In-Person,None,2025-11
C031931,R37,H550,2025-11-25,Planned,Cancelled,In-Person,None,2025-11
C031932,R37,H547,2025-11-07,Planned,Completed,In-Person,Apexacare,2025-11
C031933,R37,H557,2025-11-06,Planned,Completed,Virtual,Apexacare,2025-11
C031934,R37,H557,2025-11-18,Planned,Completed,Virtual,Apexacare,2025-11
C031935,R37,H556,2025-11-30,Planned,Completed,In-Person,Apexacare,2025-11
C031936,R37,H547,2025-11-03,Planned,Completed,In-Person,Apexacare,2025-11
C031937,R37,H549,2025-11-11,Planned,Cancelled,Virtual,None,2025-11
C031938,R37,H546,2025-11-18,Planned,Completed,Virtual,Apexacare,2025-11
C031939,R37,H557,2025-11-21,Planned,Completed,In-Person,Apexacare,2025-11
C031940,R37,H555,2025-11-04,Planned,Completed,In-Person,Apexacare,2025-11
C031941,R37,H544,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031942,R37,H556,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031943,R37,H551,2025-11-18,Planned,No Show,In-Person,None,2025-11
C031944,R37,H548,2025-11-18,Planned,Completed,In-Person,Apexacare,2025-11
C031945,R37,H550,2025-11-03,Planned,Cancelled,In-Person,None,2025-11
C031946,R37,H548,2025-11-10,Planned,No Show,Virtual,None,2025-11
C031947,R37,H556,2025-11-26,Unplanned,Completed,In-Person,Apexacare,2025-11
C031948,R37,H557,2025-11-13,Unplanned,Completed,In-Person,Apexacare,2025-11
C031949,R37,H547,2025-11-24,Unplanned,Completed,In-Person,Apexacare,2025-11
C031950,R38,H558,2025-11-17,Planned,No Show,In-Person,None,2025-11
C031951,R38,H561,2025-11-04,Planned,No Show,In-Person,None,2025-11
C031952,R38,H564,2025-11-30,Planned,Completed,Phone,Apexacare,2025-11
C031953,R38,H563,2025-11-08,Planned,Completed,In-Person,Apexacare,2025-11
C031954,R38,H565,2025-11-10,Planned,Cancelled,In-Person,None,2025-11
C031955,R38,H567,2025-11-10,Planned,Completed,In-Person,Apexacare,2025-11
C031956,R38,H566,2025-11-18,Planned,Completed,In-Person,Apexacare,2025-11
C031957,R38,H566,2025-11-16,Planned,No Show,Phone,None,2025-11
C031958,R38,,2025-11-10,Planned,Completed,In-Person,Apexacare,2025-11
C031959,R38,H568,2025-11-15,Planned,Completed,Virtual,Apexacare,2025-11
C031960,R38,H559,2025-11-30,Planned,No Show,In-Person,None,2025-11
C031961,R38,H558,2025-11-19,Planned,Completed,In-Person,Apexacare,2025-11
C031962,R38,H568,2025-11-25,Planned,Completed,In-Person,Apexacare,2025-11
C031963,R38,H569,2025-11-19,Planned,Completed,Virtual,Apexacare,2025-11
C031964,R38,H571,2025-11-18,Planned,Completed,In-Person,Apexacare,2025-11
C031965,R38,H569,2025-11-23,Planned,Completed,Virtual,Apexacare,2025-11
C031966,R38,H569,2025-11-08,Planned,Completed,Virtual,Apexacare,2025-11
C031967,R38,H558,2025-11-13,Planned,Completed,In-Person,Apexacare,2025-11
C031968,R38,H561,2025-11-08,Planned,Completed,In-Person,None,2025-11
C031969,R38,H559,2025-11-23,Planned,Completed,Phone,None,2025-11
C031970,R38,H560,2025-11-22,Planned,No Show,Virtual,None,2025-11
C031971,R38,H571,2025-11-15,Planned,No Show,Phone,None,2025-11
C031972,R38,H565,2025-11-19,Planned,Completed,In-Person,None,2025-11
C031973,R38,H569,2025-11-03,Planned,Completed,Virtual,Apexacare,2025-11
C031974,R38,H571,2025-11-15,Planned,Completed,Virtual,Apexacare,2025-11
C031975,R38,H562,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031976,R38,H561,2025-11-09,Planned,Completed,Virtual,None,2025-11
C031977,R38,H559,2025-11-28,Planned,Completed,Virtual,Apexacare,2025-11
C031978,R38,H558,2025-11-30,Planned,Completed,In-Person,Apexacare,2025-11
C031979,R38,H565,2025-11-12,Planned,Cancelled,In-Person,None,2025-11
C031980,R38,H566,2025-11-07,Planned,No Show,In-Person,None,2025-11
C031981,R38,H565,2025-11-21,Planned,Completed,In-Person,Apexacare,2025-11
C031982,R38,H570,2025-11-27,Planned,Completed,Phone,Apexacare,2025-11
C031983,R38,H561,2025-11-15,Planned,No Show,Virtual,None,2025-11
C031984,R38,H559,2025-11-29,Planned,Completed,In-Person,Apexacare,2025-11
C031985,R38,H564,2025-11-14,Planned,No Show,In-Person,None,2025-11
C031986,R38,H558,2025-11-17,Planned,Completed,Phone,Apexacare,2025-11
C031987,R38,H567,2025-11-22,Planned,Cancelled,Phone,None,2025-11
C031988,R38,H558,2025-11-09,Planned,Completed,In-Person,Apexacare,2025-11
C031989,R38,H570,2025-11-17,Planned,Completed,In-Person,Apexacare,2025-11
C031990,R38,H566,2025-11-27,Planned,Cancelled,In-Person,None,2025-11
C031991,R38,H559,2025-11-17,Planned,No Show,In-Person,None,2025-11
C031992,R38,H566,2025-11-29,Planned,Completed,Phone,Apexacare,2025-11
C031993,R38,H565,2025-11-24,Planned,Completed,In-Person,Apexacare,2025-11
C031994,R38,H562,2025-11-29,Planned,Completed,In-Person,Apexacare,2025-11
C031995,R38,H558,2025-11-11,Planned,Cancelled,In-Person,None,2025-11
C031996,R38,H569,2025-11-17,Planned,Cancelled,Virtual,None,2025-11
C031997,R38,H563,2025-11-07,Planned,Completed,In-Person,Apexacare,2025-11
C031998,R38,H561,2025-11-11,Planned,Completed,In-Person,Apexacare,2025-11
C031999,R38,H561,2025-11-26,Planned,Completed,Virtual,Apexacare,2025-11
C032000,R38,H569,2025-11-29,Planned,Completed,Virtual,Apexacare,2025-11
C032001,R38,H567,2025-11-26,Planned,,In-Person,None,2025-11
C032002,R38,H561,2025-11-30,Planned,,In-Person,None,2025-11
C032003,R38,H564,2025-11-15,Planned,Completed,Virtual,Apexacare,2025-11
